post_comment,id,sentence,entity,pos_sentiment_words,neg_sentiment_words,textblob,sentiment
post,174_cmt,best,[],['best'],[],1.0,10.0
post,174_cmt,akkritu cebuk berak kat bilik hotelguna shower ke,['akkritu cebuk berak kat bilik hotelguna'],[],[],0.0,6.428571429
post,174_cmt,ke cuci kat singki,['ke cuci kat singki'],[],[],0.0,6.428571429
post,174_cmt,pastu kuar bilik kena standby air botol nk cuci kalau ke tandas,[],[],[],0.0,6.428571429
post,174_cmt,farah,[],[],[],0.0,6.428571429
post,174_cmt,jom pigi sabah,['jom pigi sabah'],[],[],0.0,6.428571429
post,174_cmt,kota kinabalu,['kota'],[],[],0.0,6.428571429
post,174_cmt,sya arrange transport,[],[],[],0.0,6.428571429
post,175_cmt,first they collect andrew tate,"['first', 'andrew tate']",[],[],0.0,6.428571429
post,175_cmt,isnt that in all countries,[],[],[],0.0,6.428571429
post,175_cmt,its in belgium too,['belgium'],[],[],0.0,6.428571429
post,175_cmt,yay my own contry is pro,[],['own'],[],0.6,8.571428571
post,175_cmt,bro that,['bro'],[],[],0.0,6.428571429
post,175_cmt,s really smart,[],"['really', 'smart']",[],0.2142857142857142,7.193877551
post,175_cmt,smoke becomes super clean,[],"['super', 'clean']",[],0.35,7.678571429
post,175_cmt,definitely one of the most advanced and developed countries in the world,[],"['most', 'advanced', 'developed']",[],0.25,7.321428571
post,175_cmt,singapore gang,['singapore'],[],[],0.0,6.428571429
post,175_cmt,we do it is sweden to,[],[],[],0.0,6.428571429
post,175_cmt,this is soo smart,[],['smart'],[],0.2142857142857142,7.193877551
post,175_cmt,i love you,[],['love'],[],0.5,8.214285714
post,175_cmt,nas daily,['nas'],[],[],0.0,6.428571429
post,175_cmt,wow,[],['wow'],[],0.1,6.785714286
post,175_cmt,singaporean here,[],[],[],0.0,6.428571429
post,175_cmt,this is true,[],['true'],[],0.35,7.678571429
post,175_cmt,wow i did not know that but i am siabgporeany,[],['wow'],[],0.1,6.785714286
post,175_cmt,you can make a series of videos about the history of singapore and how they turned from a desolate and poor island into a rich and diverse country,['singapore'],['rich'],['poor'],-0.0125,6.383928571
post,175_cmt,legends know its repost,[],[],[],0.0,6.428571429
post,175_cmt,smart,[],['smart'],[],0.2142857142857142,7.193877551
post,175_cmt,proud singaporean,['singaporean'],['proud'],[],0.8,9.285714286
post,175_cmt,i love singapore i wish i can get a job over there,[],['love'],[],0.5,8.214285714
post,176_cmt,dope advice,[],[],[],0.0,6.428571429
post,176_cmt,thanks kallum very informative,[],"['thanks', 'very']",[],0.2,7.142857143
post,176_cmt,sick bro,[],[],['sick'],-0.7142857142857143,3.87755102
post,176_cmt,how long would you advise someone to stay in vietnam for an quite a good insight,['vietnam'],['good'],['long'],0.3249999999999999,7.589285714
post,176_cmt,i liked singapore,['singapore'],['liked'],[],0.6,8.571428571
post,176_cmt,thanks for this,[],['thanks'],[],0.2,7.142857143
post,176_cmt,so if you plan to go to us its advisable to ride the cable car,['cable car'],[],[],0.0,6.428571429
post,176_cmt,i miss singapore,['singapore'],[],[],0.0,6.428571429
post,177_cmt,the architecture is surreal,[],['surreal'],[],0.25,7.321428571
post,177_cmt,home,[],[],[],0.0,6.428571429
post,177_cmt,love it but i,[],['love'],[],0.5,8.214285714
post,177_cmt,m singapoor,[],[],[],0.0,6.428571429
post,177_cmt,اقرا,[],[],[],0.0,6.428571429
post,177_cmt,this is so pretty,[],['pretty'],[],0.25,7.321428571
post,177_cmt,name of this place,[],[],[],0.0,6.428571429
post,177_cmt,wahts the name of this hotel,[],[],[],0.0,6.428571429
post,177_cmt,i want to live theree,[],['live'],[],0.1363636363636363,6.915584416
post,177_cmt,is this reaaal,[],[],[],0.0,6.428571429
post,177_cmt,my dream place to visit,[],[],[],0.0,6.428571429
post,177_cmt,okay booking my trip now,[],['okay'],[],0.5,8.214285714
post,177_cmt,my absolute dream is to go here,[],['absolute'],[],0.2,7.142857143
post,177_cmt,my dream,[],[],[],0.0,6.428571429
post,177_cmt,i want to go to there,[],[],[],0.0,6.428571429
post,177_cmt,where is this,[],[],[],0.0,6.428571429
post,177_cmt,name of the mall plzzzz,[],[],[],0.0,6.428571429
post,177_cmt,zaraluvscatsss were going,[],[],[],0.0,6.428571429
post,177_cmt,4bl,['4bl'],[],[],0.0,6.428571429
post,177_cmt,the architecture,[],[],[],0.0,6.428571429
post,177_cmt,sarah this is why i wanna live in singapore,"['sarah', 'singapore']",['live'],[],0.1363636363636363,6.915584416
post,177_cmt,that hotel is magnificent,[],['magnificent'],[],1.0,10.0
post,177_cmt,if i lived in a apartment,[],[],[],0.0,6.428571429
post,177_cmt,beautiful corner of singapore,['singapore'],['beautiful'],[],0.85,9.464285714
post,177_cmt,beauty,[],[],[],0.0,6.428571429
post,177_cmt,my love,[],['love'],[],0.5,8.214285714
post,177_cmt,my future home in 3 years,['3 year'],[],[],0.0,6.428571429
post,177_cmt,corresponsively,[],[],[],0.0,6.428571429
post,177_cmt,so beautiful,[],['beautiful'],[],0.85,9.464285714
post,177_cmt,wow,[],['wow'],[],0.1,6.785714286
post,177_cmt,i remembered the kdrama of little women,[],[],['little'],-0.1875,5.758928571
post,177_cmt,i miss little woman kdrama,[],[],['little'],-0.1875,5.758928571
post,177_cmt,peak architecture,[],[],[],0.0,6.428571429
post,177_cmt,nik i want to go so bad,[],[],['bad'],-0.6999999999999998,3.928571429
post,177_cmt,i want to go hereeeee,[],[],[],0.0,6.428571429
post,177_cmt,phone pleaseeeeeeeeeee,[],[],[],0.0,6.428571429
post,177_cmt,thank your for the gently with which you have realized this video,[],['gently'],[],0.2,7.142857143
post,177_cmt,like from a different planet,[],[],[],0.0,6.428571429
post,177_cmt,i think we need to take notes,[],[],[],0.0,6.428571429
post,177_cmt,usernamel586 hahiya singapour,['usernamel586'],[],[],0.0,6.428571429
post,177_cmt,escapethematrix185 why cant life just be this omg,[],[],[],0.0,6.428571429
post,177_cmt,beautiful,[],['beautiful'],[],0.85,9.464285714
post,177_cmt,a dream,[],[],[],0.0,6.428571429
post,177_cmt,gabriela,['gabriela'],[],[],0.0,6.428571429
post,177_cmt,ford can we,['ford'],[],[],0.0,6.428571429
post,177_cmt,toronto and chicago needs to do this,"['toronto', 'chicago']",[],[],0.0,6.428571429
post,177_cmt,nice,[],['nice'],[],0.6,8.571428571
post,177_cmt,wowwwww,[],[],[],0.0,6.428571429
post,177_cmt,my fav place,[],[],[],0.0,6.428571429
post,177_cmt,i miss singapore,['singapore'],[],[],0.0,6.428571429
post,177_cmt,my dream vacay,[],[],[],0.0,6.428571429
post,177_cmt,hana muse,['hana'],[],[],0.0,6.428571429
post,177_cmt,يوشي,['يوشي'],[],[],0.0,6.428571429
post,177_cmt,we need to go there one day,['one day'],[],[],0.0,6.428571429
post,177_cmt,beautiful,[],['beautiful'],[],0.85,9.464285714
post,177_cmt,i can,[],[],[],0.0,6.428571429
post,177_cmt,t wait to visit,[],[],[],0.0,6.428571429
post,177_cmt,can,[],[],[],0.0,6.428571429
post,177_cmt,t wait,[],[],[],0.0,6.428571429
post,177_cmt,stunning,[],['stunning'],[],0.5,8.214285714
post,177_cmt,que irrealdebo ir,['que irrealdebo ir'],[],[],0.0,6.428571429
post,177_cmt,ich war schon in singapore und es ist soo schön dort,['singapore'],[],[],0.0,6.428571429
post,177_cmt,بيرفكت,['بيرفكت'],[],[],0.0,6.428571429
post,177_cmt,lolly,[],[],[],0.0,6.428571429
post,177_cmt,vamos para singapur,['vamos para'],[],[],0.0,6.428571429
post,177_cmt,моя мечта,[],[],[],0.0,6.428571429
post,177_cmt,negara kecill jee tp bangunan ii sana semuaaa lawa ii and one of attractive places,"['jee tp bangunan ii sana', 'one']",['attractive'],[],0.8,9.285714286
post,177_cmt,salam from indonesia,['indonesia'],[],[],0.0,6.428571429
post,177_cmt,dayra genao rodríguez sueño con conocer esto,['dayra genao rodríguez'],[],[],0.0,6.428571429
post,177_cmt,lucas meu deus que surreal,[],['surreal'],[],0.25,7.321428571
post,177_cmt,kimhangrl mais um pra lista,['kimhangrl mais'],[],[],0.0,6.428571429
post,177_cmt,نبي كذا بالرياض,[],[],[],0.0,6.428571429
post,177_cmt,line,[],[],[],0.0,6.428571429
post,177_cmt,ainda escolhe canadá,['ainda'],[],[],0.0,6.428571429
post,177_cmt,зис ис канада  но бейби ит ис сингапур велком то сингапур,['зис'],[],[],0.0,6.428571429
post,177_cmt,voglio andarcii,[],[],[],0.0,6.428571429
post,177_cmt,meilibsn ce que tu disais au prof,"['meilibsn', 'que tu disais']",[],[],0.0,6.428571429
post,177_cmt,ah ouais je comprend henry mtn,"['ouais', 'henry mtn']",[],[],0.0,6.428571429
post,177_cmt,jana ich wünschte das hätte dieses jahr geklappt,"['jana ich', 'das hätte']",[],[],0.0,6.428571429
post,177_cmt,woww,['woww'],[],[],0.0,6.428571429
post,177_cmt,stupendo,[],[],[],0.0,6.428571429
post,177_cmt,très beau,[],[],[],0.0,6.428571429
post,177_cmt,i want life there,[],[],[],0.0,6.428571429
post,177_cmt,too bad life in singapore is unrealistically expensive,['singapore'],[],"['bad', 'expensive']",-0.5999999999999999,4.285714286
post,177_cmt,i wanna go theree,[],[],[],0.0,6.428571429
post,177_cmt,the best place,[],['best'],[],1.0,10.0
post,177_cmt,giannaaa,[],[],[],0.0,6.428571429
post,177_cmt,user001,['user001'],[],[],0.0,6.428571429
post,177_cmt,aster lainey,['aster lainey'],[],[],0.0,6.428571429
post,177_cmt,user23569687525037,[],[],[],0.0,6.428571429
post,177_cmt,d0y0ukn0wth3muffinman lets go rn,[],[],[],0.0,6.428571429
post,177_cmt,jack feechan,['jack feechan'],[],[],0.0,6.428571429
post,177_cmt,thatgurle13,[],[],[],0.0,6.428571429
post,177_cmt,we need actual trees,[],[],[],0.0,6.428571429
post,177_cmt,not fancy plants,[],[],[],0.0,6.428571429
post,177_cmt,hello,[],[],[],0.0,6.428571429
post,177_cmt,if you need a tour guide in singapore pls cek my profile,['singapore'],[],[],0.0,6.428571429
post,177_cmt,gaga,[],[],[],0.0,6.428571429
post,177_cmt,kiss,[],[],[],0.0,6.428571429
post,177_cmt,shantels18,[],[],[],0.0,6.428571429
post,177_cmt,jokers wife,[],[],[],0.0,6.428571429
post,177_cmt,emmareetab,['emmareetab'],[],[],0.0,6.428571429
post,177_cmt,ruthd,[],[],[],0.0,6.428571429
post,177_cmt,7,['7'],[],[],0.0,6.428571429
post,177_cmt,benbalaoing,[],[],[],0.0,6.428571429
post,177_cmt,henry tran,['henry tran'],[],[],0.0,6.428571429
post,177_cmt,obvi,[],[],[],0.0,6.428571429
post,177_cmt,notmajaa,[],[],[],0.0,6.428571429
post,177_cmt,henry tran,['henry tran'],[],[],0.0,6.428571429
post,177_cmt,henry tran,['henry tran'],[],[],0.0,6.428571429
post,177_cmt,rosegbx,[],[],[],0.0,6.428571429
post,178_cmt,almost all the pictures were in tampines,[],[],[],0.0,6.428571429
post,178_cmt,feeling super old now,[],"['super', 'old']",[],0.2166666666666666,7.202380952
post,178_cmt,oooh so thats why my mum called posb the post office,[],[],[],0.0,6.428571429
post,178_cmt,best thing is tampines interchange hasnt changed much,[],"['best', 'much']",[],0.6,8.571428571
post,178_cmt,when sg is still not flooded by ft,[],[],[],0.0,6.428571429
post,178_cmt,this fashion,[],[],[],0.0,6.428571429
post,178_cmt,anyone remember,[],[],[],0.0,6.428571429
post,178_cmt,where theres no gst,[],[],[],0.0,6.428571429
post,178_cmt,omg old tampines spotlight building,[],['old'],[],0.1,6.785714286
post,178_cmt,brings back fond memories,[],[],[],0.0,6.428571429
post,178_cmt,beautiful times of singapore,['singapore'],['beautiful'],[],0.85,9.464285714
post,178_cmt,i must say i really like that era even though i was born in the 92,['92'],['really'],[],0.2,7.142857143
post,178_cmt,seems like things were nice and good in the past,[],"['nice', 'good']",['past'],0.3499999999999999,7.678571429
post,178_cmt,hopefully can go backwards dont have to see now the government all are talking about money,[],[],[],0.0,6.428571429
post,178_cmt,theres one super market popular in the 80s,['80'],"['super', 'popular']",[],0.4666666666666667,8.095238095
post,178_cmt,silo,[],[],[],0.0,6.428571429
post,178_cmt,eh,[],[],[],0.0,6.428571429
post,178_cmt,i live in tampines,[],['live'],[],0.1363636363636363,6.915584416
post,178_cmt,saw my jc under construction tampines jc,[],[],[],0.0,6.428571429
post,178_cmt,i not yet born,[],[],[],0.0,6.428571429
post,178_cmt,during that time our gov really takes good care of the people,[],"['really', 'good']",[],0.4499999999999999,8.035714286
post,178_cmt,they look after our physiological needs,[],[],[],0.0,6.428571429
post,178_cmt,that green green building my secondary school,[],[],"['green', 'green', 'secondary']",-0.2333333333333333,5.595238095
post,178_cmt,tpss,[],[],[],0.0,6.428571429
post,178_cmt,those were the days,['the day'],[],[],0.0,6.428571429
post,178_cmt,i missed,[],[],[],0.0,6.428571429
post,178_cmt,i guess these pictures were shot 1995 on wards,['1995'],[],[],0.0,6.428571429
post,178_cmt,fitzpatrick too,[],[],[],0.0,6.428571429
post,178_cmt,before ntuc discovered fonts,[],[],[],0.0,6.428571429
post,178_cmt,what colour what colour,[],[],[],0.0,6.428571429
post,178_cmt,all those memories especially last time some void deck have boys club,[],[],[],0.0,6.428571429
post,178_cmt,is like a old 1973,['1973'],['old'],[],0.1,6.785714286
post,178_cmt,those will the days,[],[],[],0.0,6.428571429
post,178_cmt,happiness was there,[],['happiness'],[],0.7,8.928571429
post,178_cmt,eh those playgrounds are form tampines park sia,['sia'],[],[],0.0,6.428571429
post,178_cmt,is sad to said no more kampong spirit nowadays in new estate not like the older days,[],"['more', 'new', 'older']",['sad'],-0.1117424242424242,6.029491342
post,178_cmt,watched species 1 at pavillion and smuggle orange julias drink in,['1'],[],[],0.0,6.428571429
post,178_cmt,first ever,['first'],[],[],0.0,6.428571429
post,178_cmt,m,[],[],[],0.0,6.428571429
post,178_cmt,rated movies,[],[],[],0.0,6.428571429
post,178_cmt,lol,[],['lol'],[],0.8,9.285714286
post,178_cmt,eh uncle auntie,[],[],[],0.0,6.428571429
post,178_cmt,posb first at spore,['first'],[],[],0.0,6.428571429
post,178_cmt,the posb office got tis one kind of smell during the 90s,"['one', '90']",['kind'],[],0.6,8.571428571
post,178_cmt,smells like clinic,[],[],[],0.0,6.428571429
post,178_cmt,got older ones like yohan,['one'],['older'],[],0.1666666666666666,7.023809524
post,178_cmt,really miss those good old days now haizzzz,[],"['really', 'good', 'old']",[],0.3333333333333333,7.619047619
post,178_cmt,omg the watermelon playground at tampines,[],[],[],0.0,6.428571429
post,178_cmt,wah the hdb look damn cool,[],['cool'],[],0.35,7.678571429
post,178_cmt,those are the days where things are so simple and happy,['the day'],['happy'],[],0.4,7.857142857
post,178_cmt,no distractions from phones,[],[],[],0.0,6.428571429
post,178_cmt,i miss the old inline hockey court that was behind the sports hall,[],['old'],['behind'],-0.15,5.892857143
post,178_cmt,hold on,[],[],[],0.0,6.428571429
post,178_cmt,the hdb flat with tv test screen colours is really cool,[],"['really', 'cool']",['flat'],0.1624999999999999,7.008928571
post,178_cmt,back then ntuc dont overcharge,[],[],[],0.0,6.428571429
post,178_cmt,back when the price was still fair at fairprice,[],['fair'],[],0.35,7.678571429
post,178_cmt,please put images as slides instead of video,[],[],[],0.0,6.428571429
post,178_cmt,love the song and tampines so much,[],"['love', 'much']",[],0.35,7.678571429
post,178_cmt,ya,[],[],[],0.0,6.428571429
post,178_cmt,mostly tampines area,[],['mostly'],[],0.5,8.214285714
post,178_cmt,the formidable spotlight,[],[],[],0.0,6.428571429
post,178_cmt,surprisingly not much has changed,[],"['surprisingly', 'much']",[],-0.1,6.071428571
post,178_cmt,the days when the sky is blue,['the day'],[],[],0.0,6.428571429
post,178_cmt,miss this fashion,[],[],[],0.0,6.428571429
post,178_cmt,i feel nostalgic,[],[],['nostalgic'],-0.5,4.642857143
post,178_cmt,out of all of this,[],[],[],0.0,6.428571429
post,178_cmt,people here nvr mentioned of about temasek polytechnic construction stage,[],[],[],0.0,6.428571429
post,178_cmt,from fair price to unfair price,[],['fair'],['unfair'],0.0999999999999999,6.785714286
post,178_cmt,seems like the ntuc basket never changed haha,[],['haha'],[],0.2,7.142857143
post,178_cmt,where is that fishing place,[],[],[],0.0,6.428571429
post,178_cmt,nice song,[],['nice'],[],0.6,8.571428571
post,178_cmt,omg i remember when the spotlight building was also sogo or something like that right,[],['right'],[],0.2857142857142857,7.448979592
post,178_cmt,miss those days,[],[],[],0.0,6.428571429
post,178_cmt,day 8395,['day 8395'],[],[],0.0,6.428571429
post,178_cmt,still no sign of the early 2000s best denki ad,['early 2000s'],['best'],[],1.0,10.0
post,178_cmt,memories,[],[],[],0.0,6.428571429
post,178_cmt,felt like yesterday,['yesterday'],[],[],0.0,6.428571429
post,178_cmt,remember too many things,[],['many'],[],0.5,8.214285714
post,178_cmt,the hdb with the circular tv mural is still there,[],[],[],0.0,6.428571429
post,178_cmt,wah those were the days,['the day'],[],[],0.0,6.428571429
post,178_cmt,haha old time at tampines,[],"['haha', 'old']",[],0.15,6.964285714
post,178_cmt,tampines home in my heart forever,[],[],[],0.0,6.428571429
post,178_cmt,when got no 8,['8'],[],[],0.0,6.428571429
post,178_cmt,gst,[],[],[],0.0,6.428571429
post,178_cmt,hope more videos pls,[],['more'],[],0.5,8.214285714
post,178_cmt,with old sg,[],['old'],[],0.1,6.785714286
post,178_cmt,if the ntuc is at tampines my previous house is jus opposite,[],[],['previous'],-0.0833333333333333,6.130952381
post,178_cmt,so old,[],['old'],[],0.1,6.785714286
post,178_cmt,damn i havent seen pics of old tampines in a while,[],['old'],[],0.1,6.785714286
post,178_cmt,who lives in the pineapple on the land,[],[],[],0.0,6.428571429
post,178_cmt,i missed those time mann,[],[],[],0.0,6.428571429
post,178_cmt,miss the old day,[],['old'],[],0.1,6.785714286
post,178_cmt,80s,['80'],[],[],0.0,6.428571429
post,178_cmt,90s was the best,['90'],['best'],[],1.0,10.0
post,178_cmt,miss it,[],[],[],0.0,6.428571429
post,178_cmt,confused between post office,[],[],['confused'],-0.4,5.0
post,178_cmt,post office savings bank,[],[],[],0.0,6.428571429
post,178_cmt,my mom nvr called it posb,[],[],[],0.0,6.428571429
post,178_cmt,always miscommunication,[],[],[],0.0,6.428571429
post,178_cmt,my childhood,[],[],[],0.0,6.428571429
post,178_cmt,tampines ave 4,"['tampine', '4']",[],[],0.0,6.428571429
post,178_cmt,bus 28,['28'],[],[],0.0,6.428571429
post,178_cmt,omg i remember this old interchange,[],['old'],[],0.1,6.785714286
post,178_cmt,old time is the best how new come still the old is the best,[],"['old', 'best', 'new', 'old', 'best']",[],0.4672727272727273,8.097402597
post,178_cmt,oh youmean when ntuc fairprice actually had fair prices,['ntuc fairprice'],[],[],0.0,6.428571429
post,178_cmt,now meadows is so much better than whatever i get from ntuc house brands,['ntuc house'],"['much', 'better']",[],0.5,8.214285714
post,178_cmt,wait the watermelon playground was having sand back then damn,[],[],[],0.0,6.428571429
post,178_cmt,no wonder everytime my dad say post office,[],[],[],0.0,6.428571429
post,178_cmt,i saw this fashion before uniqlo we used to buy clothes fm them,[],[],[],0.0,6.428571429
post,178_cmt,simpler times,[],[],[],0.0,6.428571429
post,178_cmt,daily update about the past histroy memories or artists 艺人,['daily'],[],['past'],-0.125,5.982142857
post,178_cmt,only the cool kids shopped at thisfashion,[],['cool'],[],0.175,7.053571429
post,178_cmt,at least from a kindergarteners pov,[],[],['least'],-0.3,5.357142857
post,178_cmt,playground in the past is the best compared to the current ones,[],['best'],['past'],0.25,7.321428571
post,178_cmt,the price is no longer fair,[],['fair'],[],0.7,8.928571429
post,178_cmt,omg,[],[],[],0.0,6.428571429
post,178_cmt,ntuc fairprice was silo,[],[],[],0.0,6.428571429
post,178_cmt,omg this fashion,[],[],[],0.0,6.428571429
post,178_cmt,when gst not 8,['8'],[],[],0.0,6.428571429
post,178_cmt,and climbing,[],[],[],0.0,6.428571429
post,178_cmt,this fashion shop was my favorite from the past,[],['favorite'],['past'],0.125,6.875
post,178_cmt,simpler days,['simple day'],[],[],0.0,6.428571429
post,178_cmt,i miss this period when it was more relaxing,[],['more'],[],0.5,8.214285714
post,178_cmt,time didn,[],[],[],0.0,6.428571429
post,178_cmt,t pass as fast as it does today,[],['fast'],[],0.2,7.142857143
post,178_cmt,tampines girl forever,[],[],[],0.0,6.428571429
post,178_cmt,last time sg better now everything money and money,[],['better'],[],0.25,7.321428571
post,178_cmt,dating back then was simple i swear,[],[],[],0.0,6.428571429
post,178_cmt,not like now some staycation proposal all,[],[],[],0.0,6.428571429
post,178_cmt,this fashion,[],[],[],0.0,6.428571429
post,178_cmt,life was so much better back then,[],"['much', 'better']",[],0.25,7.321428571
post,178_cmt,i stayed in tampines 1993,['1993'],[],[],0.0,6.428571429
post,178_cmt,2018,['2018'],[],[],0.0,6.428571429
post,178_cmt,sogo pavilion etc,[],[],[],0.0,6.428571429
post,178_cmt,good memories,[],['good'],[],0.7,8.928571429
post,178_cmt,simpler times,[],[],[],0.0,6.428571429
post,178_cmt,can you do east coast park,['east coast park'],[],[],0.0,6.428571429
post,178_cmt,i grew up there and it,[],[],[],0.0,6.428571429
post,178_cmt,ll just make me cry,[],[],[],0.0,6.428571429
post,178_cmt,i took that photo of the old tampines sports hall vintage bus 291 and red taxi lol,['291'],"['old', 'lol']",[],0.3,7.5
post,178_cmt,from the back of my dads citroen berlingo van a long time back,[],[],['long'],-0.0166666666666666,6.369047619
post,178_cmt,welcome to the past,[],['welcome'],['past'],0.275,7.410714286
post,178_cmt,this fashion store fans here,[],[],[],0.0,6.428571429
post,178_cmt,my home town,[],[],[],0.0,6.428571429
post,178_cmt,this fashion,[],[],[],0.0,6.428571429
post,178_cmt,old is gold,[],['old'],[],0.1,6.785714286
post,179_cmt,how long is the journey,[],[],['long'],-0.05,6.25
post,179_cmt,can you start again but from singapore,['singapore'],[],[],0.0,6.428571429
post,179_cmt,i need to take notes,[],[],[],0.0,6.428571429
post,179_cmt,driving from sg to thailand is wild,['thailand'],['wild'],[],0.1,6.785714286
post,179_cmt,if can drive up to thailand might as well go abit north to yunnan then up to russia,"['thailand', 'russia']",[],[],0.0,6.428571429
post,179_cmt,lta dont issue log card anymore right,[],['right'],[],0.2857142857142857,7.448979592
post,179_cmt,how long can a singapore registered car stay in thailandmax,[],[],['long'],-0.05,6.25
post,179_cmt,so the tm6 for what,[],[],[],0.0,6.428571429
post,179_cmt,cause u said they only check tm2 n tm3,['tm3'],[],[],0.0,6.428571429
post,179_cmt,what is logcard,[],[],[],0.0,6.428571429
post,179_cmt,this aunty stay yishun,['yishun'],[],[],0.0,6.428571429
post,179_cmt,aaaa,[],[],[],0.0,6.428571429
post,179_cmt,licia lets go kl,[],[],[],0.0,6.428571429
post,179_cmt,sg instead hahahah,[],[],[],0.0,6.428571429
post,179_cmt,what time is the insurance shop open,[],[],[],0.0,6.428571429
post,179_cmt,and how to check it,[],[],[],0.0,6.428571429
post,179_cmt,whats log card,[],[],[],0.0,6.428571429
post,179_cmt,i died at the,[],[],[],0.0,6.428571429
post,179_cmt,hidam,[],[],[],0.0,6.428571429
post,179_cmt,thailand driving on same side or different side of the road as sg,['thailand'],[],[],0.0,6.428571429
post,179_cmt,my,[],[],[],0.0,6.428571429
post,179_cmt,gosh,[],[],[],0.0,6.428571429
post,179_cmt,miss this driving journey,[],[],[],0.0,6.428571429
post,179_cmt,want to try again,[],[],[],0.0,6.428571429
post,179_cmt,wondering if sg cars can go by other checkpoint to enter thailand or not,['thailand'],[],['other'],-0.125,5.982142857
post,179_cmt,how can u drive frm thialand to sg sia,['sia'],[],[],0.0,6.428571429
post,179_cmt,how long was the journey,[],[],['long'],-0.05,6.25
post,179_cmt,where to get log card,[],[],[],0.0,6.428571429
post,179_cmt,how long,[],[],['long'],-0.05,6.25
post,180_cmt,laughing the ginger cattt i wanna go again,[],[],[],0.0,6.428571429
post,180_cmt,30 for a full day,"['30', 'a full day']",[],[],0.0,6.428571429
post,180_cmt,so affordable,[],[],[],0.0,6.428571429
post,180_cmt,tagging so i dont forget,[],[],[],0.0,6.428571429
post,180_cmt,do u get to adopt a cat,[],[],[],0.0,6.428571429
post,180_cmt,dhar,['dhar'],[],[],0.0,6.428571429
post,180_cmt,3 now,['3'],[],[],0.0,6.428571429
post,180_cmt,where is this dont gate,[],[],[],0.0,6.428571429
post,180_cmt,keep help say i need to do,[],[],[],0.0,6.428571429
post,180_cmt,i adopted a cat probably a few months ago w,['a few month ago'],[],[],0.0,6.428571429
post,180_cmt,my friend we still have it,[],[],[],0.0,6.428571429
post,180_cmt,not sure if i,[],['sure'],[],-0.25,5.535714286
post,180_cmt,ll be playing with cats or doing work,[],[],[],0.0,6.428571429
post,180_cmt,can kids come,[],[],[],0.0,6.428571429
post,180_cmt,love that the cats are up for adoption,[],['love'],[],0.5,8.214285714
post,180_cmt,let,[],[],[],0.0,6.428571429
post,180_cmt,s go to study,[],[],[],0.0,6.428571429
post,180_cmt,location,[],[],[],0.0,6.428571429
post,180_cmt,let,[],[],[],0.0,6.428571429
post,180_cmt,s go,[],[],[],0.0,6.428571429
post,180_cmt,aadokim ur dream,['aadokim ur'],[],[],0.0,6.428571429
post,180_cmt,chl0etanyx do uw go,['chl0etanyx'],[],[],0.0,6.428571429
post,180_cmt,whereby is the the place,[],[],[],0.0,6.428571429
post,180_cmt,omg where is this place at,[],[],[],0.0,6.428571429
post,180_cmt,ree bro,[],[],[],0.0,6.428571429
post,180_cmt,yz,[],[],[],0.0,6.428571429
post,180_cmt,go,[],[],[],0.0,6.428571429
post,181_cmt,how do you top up money in your alipay or wepay,[],['top'],[],0.5,8.214285714
post,181_cmt,baidu maps is available in english now,['english'],['available'],[],0.2,7.142857143
post,181_cmt,even if you are able to link your banck account to alipay or wechat what about commissions,[],['able'],[],0.5,8.214285714
post,181_cmt,i want to singapore,['singapore'],[],[],0.0,6.428571429
post,181_cmt,whats the best vpn app,[],['best'],[],1.0,10.0
post,181_cmt,do these apps have an english language option,['english'],[],[],0.0,6.428571429
post,181_cmt,sure or not,[],['sure'],[],0.5,8.214285714
post,181_cmt,show how you top up then,[],['top'],[],0.5,8.214285714
post,181_cmt,how to top up alipay or wechat pay,[],['top'],[],0.5,8.214285714
post,181_cmt,use here map you dont need the internet to navigate,[],[],[],0.0,6.428571429
post,181_cmt,alipay or wechat you can bind your credit card to the account to pay,[],[],[],0.0,6.428571429
post,181_cmt,i can,[],[],[],0.0,6.428571429
post,181_cmt,t top up money in alipay,[],['top'],[],0.5,8.214285714
post,181_cmt,i have problem register alipay in sg,[],[],[],0.0,6.428571429
post,181_cmt,there was this new drama that showed the development of the baidou network,[],['new'],[],0.1363636363636363,6.915584416
post,181_cmt,download wechat is easy registering it is very hard,[],"['easy', 'very']",['hard'],0.0270833333333333,6.525297619
post,181_cmt,i have issues with my wechat as i think due to many years of not using the app it might have been hacked,['many year'],[],['due'],-0.125,5.982142857
post,181_cmt,now permanently blocked,[],[],[],0.0,6.428571429
post,181_cmt,any solutions,[],[],[],0.0,6.428571429
post,181_cmt,apple maps work also quite well,['apple'],[],[],0.0,6.428571429
post,181_cmt,give huawei petal maps a try,[],[],[],0.0,6.428571429
post,181_cmt,they use 高德apps instead of baidu apps,[],[],[],0.0,6.428571429
post,181_cmt,blued,[],[],[],0.0,6.428571429
post,181_cmt,whoaaaaa,[],[],[],0.0,6.428571429
post,181_cmt,gaode map高德地图,['gaode map高德地图'],[],[],0.0,6.428571429
post,181_cmt,is better then baidu map,[],['better'],[],0.5,8.214285714
post,181_cmt,didi is in wechat under setting,[],[],[],0.0,6.428571429
post,181_cmt,how to top up ali pay,[],['top'],[],0.5,8.214285714
post,181_cmt,多谢指导,[],[],[],0.0,6.428571429
post,181_cmt,借分享,['借分享'],[],[],0.0,6.428571429
