id,url,account_name,following_count,follower_count,total_like_count,date,href,handle,description,hashtag,like_count,bookmark_count,share_count,comment_count,final_text
239_post,https://www.tiktok.com/@travelguyss/video/7246102578000366875,Travel Guys 🌎,70,739.9K,18.3M,2023-6-18,/@travelguyss,travelguyss,Most beautiful places in Singapore ✨🤩,"['adventure', 'explore', 'travel', 'traveltiktok', 'travellife', 'bucketlist', 'views', 'destination', 'singapore', 'singaporetiktok', 'singapore🇸🇬', '🇸🇬', 'asia']",90.7K,12.1K,3758,2205,"places on earth that dont feel real singapore garden by the bay. marina bay, sentosa beach"
240_post,https://www.tiktok.com/@daddy.xj/video/7245656990549085448,daddy.xj,408,8898,130.2K,2023-6-17,/@daddy.xj,daddy.xj,3 things you wish to know before you go to China🇨🇳,"['travelchina', 'traveltips', 'travelhacks', 'traveltok', 'tiktoksg', 'sgfyp', 'singaporeairlines']",1569,400,427,61,three things you wish to know before you go to China is very important to bring some cash and debit card as backup in case I leave here and WeChat pay do not work during my trip in China I was locked from alipay and WeChat pay and had to use cash for the remaining of my trip luckily I could still withdraw cash with my debit card at most ATMs also International credit cards are not accepted the most establishment in China except for places like hotels from large Brands you cannot get a Chinese SIM card when you are in China unless you have a Chinese passport before you go remember to get the data seen or portable Wi-Fi device I got mine from travel Wi-Fi lastly almost every weekend
241_post,https://www.tiktok.com/@_mydearjunnie/video/7233426507803184390,mydearjunnie on fb,43,1705,68.5K,2023-5-15,/@_mydearjunnie,_mydearjunnie,Replying to,"['aerolinebus', 'aerolinebusmalaysia', 'travelsingapore', 'travelmalaysia', 'travelwithparents', 'travel', 'traveltiktok']",5981,2778,1046,273,"let's go travel from Singapore to Malaysia via Airline pass 6:45 p.m. on 3 9 9a.m. 4:30 p.m. and 6:45 p.m. 6:45 p.m. today look at how comfortable and spacious the seats are I paid 50 SGD for one way ticket going to Malaysia but I got a discount so almost 2,000 each time bringing a food is allowed inside the bus and they also provided free water on board my socket for charging and more space and legroom you can also adjust the seat if you want to reply or extensive feet area my USB charging before leaving the staff check first is complete passengers at 6:44 p.m. we're already moving blankets on board gameset alarm for those who want to listen to music or watch a movie I decided to listen to music period this is going to the departure home in Singapore and look at other passengersimmigration also in some cases My Mama lyricsrestart restart episodeso here's me enjoying my comfortable traveling Business Class Bus experience few minutes after dinner stuff to ask us I know your heart rate so my optionswatching it for the first time so the second movie collects all the trash so baby can you and your mama plastic cups 1205 a.m. almost 6 hours 5 hours to 6 hours of traveling on a Friday night thank you for joining us in our Singapore to Malaysia Boston thank you for watching"
242_post,https://www.tiktok.com/@mulia_setyowati/video/7199877899707600154,Mulia Setyowati Tias,130,74.7K,1.1M,2023-2-14,/@mulia_setyowati,mulia_setyowati,"Colokan kaki 3 penting bgt sih, walau kadang di hotel ada 1-2 colokan yg gaperlu kaki 3 ","['travellife', 'traveltips', 'travelsingapore', 'travelsingapore2023', 'tipsliburan']",15K,9555,1664,163,"tell me about Singapore sg arrival card, sim card cheers. transport mrt bus. powerbank charger"
243_post,https://www.tiktok.com/@laurentiataniaa/video/7189641194387836186,Tania Maureen,37,106,3816,2023-1-17,/@laurentiataniaa,laurentiataniaa,SINGAPORE 3 days itinerary⬇️,"['singaporeguide', 'singaporetrip', 'singaporetravel', 'visitsingapore', 'visitsg', 'southeastasiatravel', 'southeastasiatrip', 'wisatasingapore', 'jalanjalansingapore', 'singaporespot', 'singaporedestination', 'instatraveller', 'femaletravel', 'femmetravel', 'singaporeinsiders', 'travelbible', 'travelgram', 'travelsoutheastasia']",2288,1693,176,14,"singapore 3 day itenerary details on caption

"
244_post,https://www.tiktok.com/@nessiemess/video/7251836924283915522,ness,236,16.5K,968.5K,2023-7-4,/@nessiemess,nessiemess,manifesting those Eras Tours tickets - Klook is selling tickets with attractive Klook bundles exclusively on their app!! Indicate your interest at https://www.klook.com/tetris/promo/taylorswifttheerastoursg/ for more updates on this deal ✨✨✨,"['theerastourwithklook', 'klookkreator', 'taylorswift', 'erastour', 'erastoursg', 'nationalstadium', 'klooksg', 'singapore']",9202,1218,1274,173,if you're looking to get Taylor Swift that you rest to us tickets in Singapore just like me but you saw that over 22 million people pre-registered for the general sale and you don't have a UOB card this is another way in which you can get your ticket selling the tickets on the app with attractive cook bundles including must stay hotels this is perfect for Swifty's in Southeast Asia looking to come to Singapore and if you're Singapore and you can go for acoustic station the tickets for the same as the general sales it's exclusively done by the app so please download their app and indicate your interest in the link I love Taylor Swift so much I grew up with her I love all heroes manifesting those tickets
245_post,https://www.tiktok.com/@jyyyntot/video/7221172462334070021,The Millennial Gastadora,388,731,34.1K,2023-4-12,/@jyyyntot,jyyyntot,Wish I could have the chance to live here,"['fyp', 'foryou', 'foryourpage', 'fypageシ', 'foryoupage', 'foryoupagе', 'singapore', 'traveltok', 'sgtiktok', 'sg', 'singaporetiktok', 'traveltiktok', 'travel2023', 'traveltipssingapore', 'travelguidesingapore', 'minivlog', 'minivlogs', 'tipsandhacks']",9692,3877,1168,107,"useful things to know before visiting singapore part 1, 1 wear light clothings sg is a hot and humid country like ph wear breathable and lightweight clothing. always wear sunscreen you will gonna be exposed to a lot of sunlight so make sure to apply sunscreen every 4 hours. bring refillable water bottle if you are on a budget, this is a must since drinks and food are expensive in sg there are a lot of water drinking fountains all over sg where you can fill up your bottle bonus tip tap water in sg is safe to drink. use public transportation. sg transportation system is amazing and very efficient. especially the mrt it will take you everywhere you want to go in a whim plus cost per ride is very cheap. bring tissue or hanky. sg is known to be a green city. you will rarely encounter food joints and restaurants providing tissue for diners. best to buy a pack of tissue or hanky. like and follow for part 2"
246_post,https://www.tiktok.com/@sarahcatonn/video/7183954315973774598,Sarah Caton,257,7536,162.6K,2023-1-2,/@sarahcatonn,sarahcatonn,"What we spent in Singapore, only a short visit but we loved this amazing city!!🧡🌟 ","['singapore', 'travel', 'budgettravel', 'fyp', 'backpacking', 'asia', 'backpackingasia', 'traveltips', 'travelbudget', 'traveltok']",1196,301,41,12,how much we spent for 5 days in singapore. accomodation 271 transport 12 activities 57 food 240 amazing sightseeing free
247_post,https://www.tiktok.com/@beanlately/video/7200027825502571803,bea,765,8551,336.5K,2023-2-14,/@beanlately,beanlately,Day 3 in Singapore itinerary:,"['fyp', 'travel', 'singaporetiktok', 'traveltiktok', 'tiktokfinds', 'finds', 'recommendations', 'singapore', 'travellife', 'tips']",274,185,72,7,day 3 in singapore
248_post,https://www.tiktok.com/@jordentually/video/7178122313274100994,Jorden Tually,493,3.5M,132.2M,2022-12-17,/@jordentually,jordentually,Replying to,"['whatheck', 'travel', 'flying', 'mexico', 'usa', 'japan', 'singapore', 'australia', 'asia']",205.5K,9053,212,3470,can you travel to the opposite side of the earth that would be very painful but let's do it I'm currently in Cancun Mexico and I just realized that it's going to be a long haul not to mention an expensive one let the journey beginners I went straight to the airport here we go again I wake up early and I was still cutting it close to missing my first flight after almost falling asleep multiple times I was on my way to Dallas one was 13 hours long to Tokyo the views were incredible but the food was not and just like that I landed in Japan but not for long because I had one more flight to my destination which is Singapore hours and after 30 minutes
249_post,https://www.tiktok.com/@kegs97/video/7158161907885559046,KEGS,667,161K,6.7M,2022-10-24,/@kegs97,kegs97,This is your sign to go on a solo trip x,"['singapore', 'travel', 'solotravel', 'vlog']",2262,67,15,35,i have no friends mini vlog went around so fucking fun by yourself so i went to universal studios to start off the day and i get to skip every single queue full on because i was by myself if you ever bring me to on a date theme park because i am in my element. went to the light show which was so fucking cool by the way
250_post,https://www.tiktok.com/@pommyks/video/7100180293239180570,Pom,192,2145,50.8K,2022-5-21,/@pommyks,pommyks,Singapore trip 2022 🇸🇬,"['singapore', 'traveltiktok', 'vlog', 'สิงคโปร์', 'สิงคโปร์2022']",2009,722,700,30,singapore
251_post,https://www.tiktok.com/@followtheyellowflag/video/7138632561206611227,Follow the Yellow Flag,330,6373,58.4K,2022-9-2,/@followtheyellowflag,followtheyellowflag,"A must-see place in Singapore! Perfect for family, friends, or even for dates! 💙 Follow for part 3! ","['singapore', 'travel', 'traveltiktok', 'traveltok', 'ecozonetravelandtours']",3412,1561,449,20,places to visit in singapore part 2 art science museum future world
252_post,https://www.tiktok.com/@lifeofchelo/video/7239639203091320069,itschelo 😚 | travel & life,43,12.2K,265.8K,2023-6-1,/@lifeofchelo,lifeofchelo,more travel tips coming soon kaya dont forget to follow 😊,"['travelvlog', 'traveltiktok', 'travelph', 'traveltips']",3798,2232,596,117,"Travel to Singapore Requirements as of June 2023 Etravel for PH immigration Announcement You may only register within 72 hours prior to your arrival or departure in the Philippines Travelers are enjoined to present PHILIPPINE PASSPORT FOREIGN PASSPORT HOLDER HOLDER Hotel Booking Return Flight Travel Insurance Proof of employment proof of ties in PH Note  vaccine card but not sure if its a common practice CLASSIC FILIPINO BREAKFAST FULL AMERICAN BREAKFAST Bacon Egg ond your choice of 470 waffles or pancakes In SG automated immigration na No need interview Scan your passport Follow for more travel tips content 

"
253_post,https://www.tiktok.com/@maddiemareejames/video/7235980148334447874,Mads,98,227,3675,2023-5-22,/@maddiemareejames,maddiemareejames,7 MUST DO THINGS IN SINGAPORE 🇮🇩,"['travel', 'singapore', 'travelsingapore', 'gardensbythebay', 'singaporetiktok', 'southeastasia', 'fyp', 'holiday', 'travellingsoutheastasia', 'tiktok', 'trending']",216,51,7,1,"7 things to do in singapore, gardens by the bay, universal studios, cloud forest avatar the experience, jewel changi airport, mandai night safari, sea aquarium sentosa art science museum"
254_post,https://www.tiktok.com/@angusvsdonuts/video/7252999728772779265,Angus Tan,65,27.5K,1.4M,6d ago,/@angusvsdonuts,angusvsdonuts,"📍overeat 5 Straits View, ","['02', 'cheapeats', 'buffet', 'sgeats', 'budgeteats', 'cheaptravels', 'cheaptravel', 'foodie', 'cheapeats']",2017,272,100,8,and of course some pasta I didn't forget about dessert as well thankfully I can still cover it up now let's see if it takes any good all right honestly quality of food was amazing and nothing special I mean it's like a standard Buffet level four is definitely worth the money because I was so damn full after that
255_post,https://www.tiktok.com/@thecuriouspixie/video/7187491075525741830,Curious Pixie | Travel Creator,210,221.1K,5.3M,2023-1-11,/@thecuriouspixie,thecuriouspixie,"Singapore can be an expensive city to visit, so these tips will help you save money on your trip! Go take a read of my new post ‘Best Things To Do In Singapore’ over on my website for more 👉🏽 Link in bio ","['traveltips', 'travel', 'singapore', 'visitsingapore', 'singaporetiktok', 'placestovisit']",955,523,100,33,"6 singapore travel tips that will save you money. dont drop litter thy are strict, eat at hawker markets instead of restaurants, shop at local markets interesting and cheaper. walk everywhere easy city to navigate on foot. revel in free nights. enjoy the culture buddha relic tooth temple"
256_post,https://www.tiktok.com/@tikandhini/video/7212167558164647169,Tika | Sydney Travel & Food,76,26.6K,1.1M,2023-3-19,/@tikandhini,tikandhini,Is it a crime if I didn’t put Gardens by the Bay on the list? 🙈🙊,"['singaporetrending', 'singaporeitinerary', 'singaporelife', 'singaporeexplores', 'singaporetravelguide', 'singaporefoodguide', 'singaporefoodie', 'singaporetraveltips', 'singaporetiktok', 'discoverunder40k', 'sydneycreators', 'sydneytravelblogger', 'sydneytraveller', 'sheisnotlost', 'asiantravelblogger', 'aussietraveller']",715,781,185,3,singapore 3 days itinerary exploring the city haji lane sultan mosque little india old hill street police station fort canning peranakan houses Orchard Library. day 2 culinary tour chinatown roti prata house jumbo restaurant activities marina bay sands museum of ice cream sentosa island luge skyline
257_post,https://www.tiktok.com/@okay.kara.travels/video/7239735158062976282,Kara ✨| Travel & Backpacking🌎,285,67.2K,1M,2023-6-1,/@okay.kara.travels,okay.kara.travels,Our FULL GUIDE to South East Asia VISAS!,"['travel', 'traveltiktok', 'travelbackpacking', 'travelthailand', 'travelbali', 'travelsingapore', 'travelmalaysia', 'travellaos', 'travelcambodia', 'travelvietnam', 'travelseasia', 'travelsea', 'travelsoutheastasia', 'southeastasia', 'sea', 'seasia', 'seasiatravelplanning', 'southeastasiatravelplanning', 'seasiavisa', 'seasiavisas', 'backpackingseasia', 'budgetbackpackingseasia', 'thailandvisa', 'thailandvisaprocess', 'thailandvisatips', 'thailandvisaextension', 'thailandvisaupdate', 'travelthailand2023', 'thailandtraveltips', 'thailandtraveladvise', 'travelbali2023', 'budgetbackpackingbali', 'backpackingbali', 'balivisa', 'balivisa2023', 'balivisaextension', 'balivisaagency', 'balivisaprocess', 'baliairport', 'baliairportprocess', 'balitraveltips', 'balitraveladvice', 'thailandtravelguide', 'balitravelguide', 'seasiatravelguide', 'southeastasiatravelguide', 'signapore', 'singaporevisa', 'singaporevisa2023', 'seasiavisaprocess', 'howtotravelseasia', 'seasiabucketlist', 'laosvisa', 'laostraveltips', 'laosvisaprocess', 'laosvisa2023', 'laostraveladvice', 'budgetbackpackinglaos', 'explorelaos', 'laostiktok', 'cambodiavisa', 'cambodiavisa2023', 'cambodiavisauponarrival', 'cambodiavisaprocess', 'cambodiatraveltips', 'travelcambodia2023', 'budgetbackpackingcambodia', 'vietnamvisa', 'vietnamvisaapproval', 'vietnamevisa', 'vietnamvisa2023', 'vietnamvisaonline', 'vietnamtraveltips', 'vietnamtravelguide', 'laostravelguide', 'cambodiatravelguide', 'budgetbackpackingvietnam', 'budgettravelvietnam', 'vietnamtravelplanning', 'thailandtravelplanning', 'balitravelplanning', 'singaporetravelplanning', 'malaysiatravelplanning', 'laostravelplanning', 'cambodiatravelplanning', 'travelorganisation', 'pretravel', 'pretravelchecklist', 'seasiatravelplanning', 'seasiatravel2023', 'backpackingtiktok', 'travelfyp', 'backpackingfyp', 'visahelp', 'viraltrending', 'contentcreator', 'trendingtiktok', 'summer2023', 'viraltrend', 'travelgirl', 'travelinspo', 'travelviral']",3726,3388,164,101,is my full guide at the southeast Asia visas with all of our tips and tricks so make sure you save this for your next trip going to go through Thailand Bali Singapore Malaysia Lao Cambodia and Vietnam I am not discussing a covid-19 requirements I'm only discussing this as a UK passport holder Citizen and obviously you should find up-to-date information into your own adequate research before any trip number one is Thailand the visa for Thailand is pretty simple at the moment if you want to spend less than 30 days in Thailand all you have to do is turn it up currently has a 30-day free visa on arrival the only thing to think about with getting this freezer upon arrival is that they might ask you for proof of travel basically all this means is that the time immigration want to see that you're actually planning on leaving before the 30 days runs out obviously if you booked a return flight from Thailand or if you've already booked your mama travel there is no problem here you can just prove to immigration if they do ask you that you have it alreadyis it a lot of Backpackers myself included prefer to keep their options open and you might not have booked anything already if that is the case don't worry I got a link in my bio on with ticket.com which is what we used to show proof now it's not to say that you will get asked for this it is completely randomized who they do and don't ask so it's up to you if you have this already prepared just in case you do so that's what you need to do if you want to spend less than 30 days what do you do if you want to spend longer than 30 days since Thailand got a couple of options you can make the most out of the fact that you will continue to get free 30 days every single time you enter so you could do something like a Visa and basically we did this and that we spent 30 days in Thailand we fancied going to Bali so we then went over to Bali for a little while and when we returned back in Thailand we were able to renew our city days and get another 30 days free upon re-entry that is a great way of trying to work it into your itinerary so maybe starting and finishing entire land to give yourself and accumulated 60 days over to 30 days periodwhy isn't for you or if you'd like to spend the 60 days all together in one hit without having to leave silence at home you can still do it but you've got two options to do this as well no option number one is you could do an easy before you arrive in Thailand this is something that really did and I've got a full video about it but as you'll see from this video we left it so last minute that it didn't arrive in time for our trip and unfortunately we couldn't even use it so make sure that you leave yourself plenty of time to do this before you go to Thailand because we didn't get the visa accepted in time we just turned up on the 30 day free visa and we decided to then extend our Visa by going to an immigration office all you have to do is turn it up to an immigration office you need to pay in cash and then you'll get the visa hopefully accepted there in that will give you a maximum of six days that you can spend time in Thailand instead so obviously option number one is two of them that evening before you arrive in Thailand or option number two is just turn up the title and extend it once you get there after doing both optionsplaylist including a checklist of everything you need to bring with you to the immigration office so Thailand is finished 30 days free you can send to 60 days by doing that or extend your Visa in an immigration office simple now let's move on to Bali now we visited Bali in November 2022 the remember that this could be a little bit outdated and you should always check the up-to-date information for this so badly is pretty simple because it is a visa on arrival and it is a 30 day these upon arrival it's different to Highland because it is not free you don't have to pay for it but you can just pay for this as you go through theupon arrival don't need to pay in cash you can pay for the barley visa on arrival on card again I've got a full video all about this in my Bali playlist if you'd like to spend longer than 30 days in Bali you can extend this by going to an immigration office at the time that we went to go to an immigration office on three separate occasions and I'm not going to lie it was a pain in the backside application process to do I have got a full video all about this but I believe that this has now slightly changed and you can now apply for a Visa extension in Bali online instead country number three is Singapore and we visited Singapore in December 2022 all we have to do to get into Singapore was doing a declaration form for 48 hours before we didn't have to pay for all sort out any Visa we had free entry intowe just have to declare our movements in Singapore 48 hours before and you can find that on the UK government website so that's pretty simple next is Malaysia again we visited Malaysia in December 2022 and we didn't spend too long here Malaysia is also pretty simple you can get a 90-day free visa on arrival so you can just rock up to Malaysia and enjoy it up to 90 days for free next is loud we entered Loud by land border because we were doing the slow boat from immigration the last season is a 30-day visa on arrival it is not a freebies you will need to pay and you will need to pay in cash so if you're passing through a longboard you need to make sure that you have some form of cash with you Costas approximately 37 lbs but we paid in bath you can play that US dollarselevation cap or from the currency of the country you are currently acting so we were leaving Thailand and we were able to pay in Thai baht if you are entering from Cambodia you'd be able to pay in real and if you're entering from Vietnam you'd be able to pay in Vietnamese Dong currency exchange in the cost of the Visa varies depending on what currency you would like to pay in the cheapest option is to pay in US dollars but there was a couple of reasons why we avoided doing this the reason we avoided paying in US Dollars was because they are so particular about the quality of the US dollars that you are providing that they will often turn them away you need to meticulously check that there is no rips marks mud smudges or anything at all on the dollars as they will not accept them the other thing that you will need for the visa on arrival in loud is a passport image we were told to be a specific size but in all honesty our group submitted it in many different sizes really didn't matter just make sure that you have some form of a passport image that you can attach to theif you're interested in getting more information about the visa on arrival for now I have got a full video in my slow boat video which can be found in my loud playlist next is Cambodia we had a little bit of a problem getting into Cambodia but that was nothing other than our own fault Cambodia is very very similar to allow it is a 30-day visa on arrival that you need to pay for in cash once again we passed into Cambodia via a land border from Southern Lowry apologies for pronouncing that wrong and the only problem with that was that we didn't have any cash the Cambodian States upon arrival at the equivalent of 308 US Dollars you can pay in any of the local currencies so US Dollars Cambodian Riel Malaysian kids over Vietnamese song he had been told that there was an ATM on the border and fortunately there wasn't I have got a full video about that once again in my Cambodia Tick Tock playlist the other option for Cambodia if you don't want to domovies are put arrival is Stephen e Visa it's exactly the same as the visa on arrival 30 days but if you'd like to be organized you can get that accepted beforehand if you have plenty of time to complete the EVS at that's fine you can just place that online it can take about a week but remember if you don't even have time and it doesn't get accepted you will not be able to answer on the Visa and you'll have to pay twice as you have to enter on the visa on arrival instead and then lastly let's talk Vietnam at the moment if you want to spend 15 days or less in Vietnam there is a free visa on arrival up to 15 days so again similar to Thailand there is nothing that you really need to do you can just Waltz into Vietnam and spend up to 15 days that we entered Vietnam by London from Cambodia and we entered via mock by immigration port in my opinion 15 days is not enough to see it now so we chose to spend 30 days in order to spend 30 days inbefore arrival the Eevee's a process costs $25 and you obviously pay online you need to have it accepted before you enter Vietnam so you need to leave plenty of time to get the process accepted I got a full video about process and all of the tips and tricks for completing it in my Vietnam playlist or just that it is it will cost you $25 I need to take some form of like a professional selfie in order to upload a picture of yourself you need to know which Port you're planning on entering by so whether that's a longboard or an airport so that you can show exactly what you're entering by you need to know what day you plan on entering Vietnam and there is a little bit wiggle room about this but I wouldn't recommend it and I would definitely recommend entering on the day that you have specified and lastly our personal six days so I recommend leaving over a week in order to get that process finished unfortunately at the moment there isn't anything you can do to extend a 30-dayplay Vietnam Visa you're the only option at the moment is to do a Visa and basically means is you need to leave Vietnam in order to reapply for another visa and re-enter Vietnam on a 30-day Visa again it's not something we've done personally so unfortunately I can't give much more information on that but in conclusion Thailand Indonesia Singapore Malaysia and Cambodia can all be done on arrival in Vietnam is the only one that you need to be thinking about at least a week before your trip so I hope this helps you plan your trip and remember I do have Services where I can go through Christmas with you through one to one call if you're interested in that link in my bio and like and follow them all
258_post,https://www.tiktok.com/@wilmercomas/video/7163412730815335686,Wilmer Comas | Viaja Conmigo✈️,10,284.5K,9.3M,2022-11-7,/@wilmercomas,wilmercomas,Singapur 🇸🇬 es la ciudad más ecológica 🌳 que he visitado 😍,"['singapur', 'singapore', 'asia', 'travel', 'viajes', 'viral']",1.4M,129K,16.7K,6254,Singapore Airport
259_post,https://www.tiktok.com/@dayswiththelyons/video/7185747401884339483,Melanie & Dale Lyons 🎉,179,545,23.6K,2023-1-7,/@dayswiththelyons,dayswiththelyons,Let’s Swim at the Airport’s Rooftop! LET’S GO 👙,"['omg', 'traveltiktok', 'airportdiaries', 'fypシ゚viral', 'fyp', 'changiairportsingapore', 'travelsingapore']",23.2K,1812,1214,223,swimming pool at the airport here we go hi GoogleI love you where you can see the planes nice seating area have a car and yes they serve alcoholic beverages I got frozen margarita and Dale got his Smokey Joe's
260_post,https://www.tiktok.com/@miznellah/video/7162810975345708314,nellah 🍑,234,12.8K,290.7K,2022-11-6,/@miznellah,miznellah,sg archive — take me back pls 📹🇸🇬 (procrastinated this 30-sec dump for months),"['minivlog', 'singapore', 'travel', 'fyp']",3079,1354,213,16,"singapore archive changi airport, universal studios, gardens by the bay. merlion park, haji lane the shoppes"
261_post,https://www.tiktok.com/@fruitiesss123/video/7243044777367801093,Fruitiesss,413,320,28.8K,2023-6-10,/@fruitiesss123,fruitiesss123,,"['wheretostaysg', 'airbnbs', 'sgtrip', 'traveltosg', 'traveltok', 'sgtiktok', 'sgrecommendations']",15.4K,13.3K,808,85,"AIRBNB RECOMMENDATION host and the team are   super helpful and nice Close to many trending and famous cafes restaurants Finding food nearby is very easy just a min away by walk from Bus stops and 5 mins to MRT stations
JUst in front of the famous coffee
"
262_post,https://www.tiktok.com/@realhousewifeofsingapore/video/7229200025379818753,AMANDA LEONG,542,6768,278.7K,2023-5-4,/@realhousewifeofsingapore,realhousewifeofsingapore,Singapore Airlines first class experience | SIN-NRT-LAX,"['singaporeairlines', 'firstclass', 'flywithme', 'luxurytok', 'fyp', 'travel']",9950,767,330,145,"fly 17 hours with me from singapore to la The chicken satay
never disappoints WE HOPE YOU HAD A PLEASANT JOURNEY PLEASE TAKE YOUR BELONGINGS WITH YOU AS YOU LEAVE THE AIRCRAFT"
263_post,https://www.tiktok.com/@jimenamuchsel/video/7174818204185824517,Jimena,360,128.6K,5M,2022-12-8,/@jimenamuchsel,jimenamuchsel,My fav cai fan place at boonkeng 😋 I learn so much from him😂,"['tiktoksg', 'hawker', 'fyp', 'chinese', 'language', 'travel', 'singapore']",30.7K,1183,267,368,lets learn some chinese with my cai fan uncle. i want to speak in chinese if that's okay? he knows the drill i want uhh that forgets chinese immediately. this whats that called no the other one mei cai kou rou is this mapo tofu no its just tofu with minced meat okay i want that asking what my age is guess my age im 29. do you have egg i have scrambled egg with potatoes i guess omelette with green beans and a bit of that cabbage bao cai okay i know now thank you so much no worries
264_post,https://www.tiktok.com/@asingaporeanabroad/video/7205560467664817409,𝑨𝑴𝑰𝑹𝑨 / 𝑻𝑹𝑨𝑽𝑬𝑳 🇸🇬,886,37.7K,1.3M,2023-3-1,/@asingaporeanabroad,asingaporeanabroad,"Welcome to Bintan 🏝️ where you won’t need to fly, just a ferry ride ⛴️ and land transfer, and transport to a beach 🏖️ with sunshine, forest 🌳, infinity pool 🏊‍♀️, private jacuzzi, massages in front of the beach ✨, barbecue on the sand, water sports activities like snorkelling, mangrove tours and moreeee! ","['bintan', 'bintanpearlresort', 'bintanresorts', 'bintanhotels', 'wonderfulindonesia', 'travelbintan', 'sgfoodie', 'singaporeblogger', 'travelcreator', 'travelblogge']",9989,3911,1816,51,OMG guys I found the perfect relaxing Resort invented room tour huge comfy bed and huge toilet come with me to the balcony
265_post,https://www.tiktok.com/@thebigbabyc/video/7181089843634588933,Bigbabyc| singer,362,132.2K,2.3M,2022-12-25,/@thebigbabyc,thebigbabyc,Hey girl can I see the picture? Help me find her 😌They love me here 😩I might just relocate to Singapore,"['blackgirlinsingapore', 'christmas2022', 'traveltok']",9701,295,58,186,pov you are a black girl on braids in Singapore and people kept complimenting and taking pictures
266_post,https://www.tiktok.com/@mandaiwildlifereserve/video/7195505179259702530,Mandai Wildlife Reserve,9,83.5K,856.1K,2023-2-2,/@mandaiwildlifereserve,mandaiwildlifereserve,Just Indigo and bb sloth taking an afternoon siesta to soak up the sun ☀️,"['mandaiwildlifereserve', 'singaporezoo', 'fragileforest', 'sloth', 'zooborns', 'babyanimals', 'cuteanimals', 'cute', 'fyp', 'travel', 'traveltiktok']",66.5K,1132,1184,491,
267_post,https://www.tiktok.com/@yanaanayana/video/7237841543292374278,icychoco,462,626,32.8K,2023-5-27,/@yanaanayana,yanaanayana,,"['travel', 'immigration', 'phimmigration', 'studenttraveller', 'immigrationexperience', 'overnight', 'singapore']",5597,684,78,96,questions that i got asked by the ph immigration officer as a student travelling abroad. working?
268_post,https://www.tiktok.com/@visit_singapore/video/7218839332847750402,Visit Singapore,22,1.5M,8.1M,2023-4-6,/@visit_singapore,visit_singapore,Come ride with us along Singapore’s Rail Corridor 🚲💨,"['visitsingapore', 'passionmadepossible', 'traveltok', 'cycling', 'singapore', 'railcorridor']",19.5K,63,391,169,The Rail Mall
269_post,https://www.tiktok.com/@trippingmillennial/video/7199114602603482411,Travel with Rachael ✈️,474,57.1K,1.8M,2023-2-12,/@trippingmillennial,trippingmillennial,"BEST FLIGHT OF MY LIFE, and it only cost $50 🫶 ","['singaporeairlines', 'businessclass', 'bucketlisttravel']",1704,152,93,21,I just had my dream at Travel experience flying with Singapore Airlines business class from LAX to Singapore here's exactly how it went started by an early morning flight from Austin to LAX where we checked in at the counter dropped our bags and then headed straight to the lounge I was included with our ticket the launch itself was pretty spacious very chill so we just grab some breakfast and some champagne because why not then it's time to board our flight they showed us first pass the first class seats which are nicer than to business class which if you ask me is still pretty damn nice period they included and I must as well as some socks and slippers and this compartment they had our headphones and a bottle of water for us and of course our menu for the flight took off the offered us some juice to drink and then it was time to make our menu selections as well as our flight takeoff drink which I opted to get a Singapore Sling because obviously it was really good first course was a trip salad this wasice cream toiletry bags are available upon request so I requested and we got a facial Mist in there as well as a hand lotion which was very needed in the dry cabin and some lip balm all right it's time to pass out for a few hours so we got the seats in the bed position this was incredibly comfortable also included a duvet and a real pillow so this was my favorite part when we woke up we were nearly to Tokyo so we had another meal salmon salad shrimp and noodles and then some incredible coffee cheesecake we had a one hour layover in Tokyo so of course we went to the lounge again this one is also part of priority pass if you have that the food here was predictably amazing a lot of great Japanese food and Sushi the bar here was pretty great as well but my favorite part was this machine that basically ensure that you got the perfect beer before then we were back on the same plane for our flight to Singapore this was another long one we had champagne and sataye anotherplay solid some jiggly udon soup and some incredible Macadamia ice cream easily the best flight experience of my life and nearly 24 hours later we made it to Singapore
270_post,https://www.tiktok.com/@shireentravelstheworld/video/7186167687494651142,Shireen | Solo Travel,480,4285,38.3K,2023-1-8,/@shireentravelstheworld,shireentravelstheworld,"What I got up to in Singapore- such a cool city with so much to do. But yes, expensive 😅 ","['thingstodoinsingapore', 'singapore', 'marinabaysands', 'travelsingapore', 'travelguide', 'travelvlog', 'adayinthelife', 'travel', 'traveltiktok', 'traveltok', 'femaletraveler', 'femaletravel', 'travelwithme', 'solotravel', 'solofemaletraveler', 'backpacking', 'longtermtravel', 'fulltimetraveler', 'travelcompilation']",524,198,55,2,"10 things to do in Singapore Part 1 Sunset at Marina Bay Hotel Eat at a Michelin star hawker restaurant Marina Bay Sands light show, flower dome Visit Arab Quarter and Little India"
271_post,https://www.tiktok.com/@lydiashires/video/7144376708618030342,Lydia Shires,141,1817,28.1K,2022-9-17,/@lydiashires,lydiashires,Things to do in Singapore 🇸🇬,"['travel', 'travelsingapore', 'singapore', 'hajilane', 'marinabaysands', 'sentosa']",12.3K,5486,1180,57,"72 hours in singapore spend an evening on haji lane, visit marina bay sands, head to level 33 microbrewery for a drink. eat at a hawkers, visit the gardens by the bay and marina bay sands light shows. visit the night show, future world exhibition. catch the free train to sentosa island for an afternoon"
