Unnamed: 0,id,url,account_name,following_count,follower_count,total_like_count,date,href,handle,description,hashtag,like_count,bookmark_count,share_count,comment_count,audio_to_text,caption_to_text

re unable to find your ho

elect OTHERS

Bm Avoet ce

Y Waiting for the
Singapore Arrival
Card tutorial thank

yout

Last City  Port of Embarkation Before Singapore 

PHILIPPINES NATIONAL CAPITAL REGION NCR MANILA

Next City  Port of Disembarkation After Singapore  o Same as Las

MALAYSIA KUALA LUMPUR KUALA LUMPUR

Date of Departure From Singapore 

mmyyyy

Others

Have you ever used a passport under different name to enter Singapore

YES NO

fferent from current passport 

Waiting for th
Singapore Arrival
Card tutorial thank

yout

ast City  Port of Embarkation Before Singapore 
PHILIPPINES NATIONAL CAPITAL REGION NCR MANILA

ext City  Port of Disembarkation After Singapore   _ GSameas Last city

MALAYSIA KUALA LUMPUR KUALA LUMPUR

Date of Departure From Singapore o

i

Others

Si 2
Have you ever used a passport under different name to enter Singapore

YES NO
Name different from current passport 

ax

Waiting for the
Singapore Arrival
Card tutorial thank
yout

Qek
O Yes No 

Name different from current passport 

Health Declaration

Do you currently have fever cough shortness of breath headache or vomiting 

O YES NO

Have you visited any of the listed countries in Africa or Latin America in the past
to your arrival in Singapore  Click t Q

YES NO

information on the SG Arrival Card eService please refer to our

ith a screenshot of the error message if available Pleas

 waiting tr the
Singapore Arival
Card torial thanke
yout
me different from current passport 

2alth Declaration

 you currently have fever cough shortness of breath headache or vomiting 

ave you visited any of the listed countries in Africa or Latin America in the past 6 days

ur arrival in Singapore  Cli

YES NO

e please refer to our
mation on the ard eService plea
th a screenshot of the error message if aval

 waiting tor ne

Singapore Arrival
Card tutorial thank
yout

ingapore Qer

eclaration

hereby confirm that the information I have provided herein including my local c
esidential details is true accurate and complete to the best of my knowledge a

understand that the truth and accuracy of the information submitted in this forr
esponsibility Should there be any change to the information provided  undertal
the Immigration  Checkpoints Authority Authority by submitting a fresh dec
undertake to update the information required under this form if requested to do s
Authority

 understand that if  provide any false inaccurate or incomplete information in th
be held liable to offences related to such action

Consent to data sharing with other government agencies b

 consent for the information  have provided herein

atutory authorities to obtain from andy

a For the Government of Singapore and st

me2Chs Guggagesa aaah se

 waiting tort
Singapore Arrival
Card tutorial thank
yout
ee
Singapore Q



Declaration

Uhereby confirm that the information  have provided herein including my loc
residential details is true accurate and complete to the best of my knowledc

 understand that the truth and accuracy of the information submitted in this
fesponsibility Should there be any change to the information provided  unde
the Immigration  Checkpoints Authority Authority by submitting a fresh c

undertake to update the information required under this form if requested to c
Authority

 understand that if  provide any false inaccurate or incomplete information 
be held liable to offences related to such action

Consent to data sharing with other government agencies DS

 consent for the information  have provided herein

 wating fort
Singapore Arrival
Card tutorial thank
yout

undertake to update the information requir

ed under this form if requested to 
Authority

understand that if  provide any false inaccurate or incomplete information i

be held liable to offences related to such action

Consent to data sharing with other government agencies

for the information  have provided herein

3 For the Government

ngapore and statutory authorities to obtain from an
information including my medical records and informat 

any other source and b

ecords and
elease of all information obtained including my medicalrecords a

relating to them to the Government of

Ooog oo es aaag se

 Waiting tor the
Singapore Arrival
Card tutorial thank
you

er
nsent to data sharing with other government agencies
consent for the information  have provided herein

a For the Government of Singapore and statutor

y authorities to obtain from ar
information 

including my medical records and information relating to them w
organisation or any other source and

b To the release of all information obtained including my medical records and
relating to them to the Government of Singapore statutory authorities and the

If you are submitting the arrival card on behalf of someone else the Principal

 undertake that my Principal is aware of the contents of my submission and the
taken to have been personally submitted by himher My Principal is aware that
liable for offences concerning any false inaccurate or incomplete yatement 0
contained in the arrival card  also understand that I may be liable for abetting t

 have read and agreed to the declaration

Be28n Goggg cs aang 4

Waiting for the
Singapore Arrival
Card tutorial thank
yout

196 Anal Card  rosin Sy

a For the
 Government of Singapore and Statutory authorities to obtain from ar
nformation including my medical records and

information relating to them w
organisation or any other source and

b To the release of all information obtained including my medical records and
felating to them to the Government of Singapore statutory authorities and thei

If you are submitting the arrival card on behalf of someone else the Principal

 undertake that my Principal is aware of the contents of my submission and the
taken to have been personally submitted by himher My Principal is aware that
 liable for offences concerning any false inaccurate or incomplete statement 0
contained in the arrival card  also understand that  may be liable for abetting t

 I have read and agreed to the declaration

please refer to our

2e2hR GGGGGosaaa

Waiting for the
Singapore Arrival
Card tutorial  thank
you
aA EEE  1A SG Arrival

Q



a For th
 Government of Singapore and Statutory authorities to obtain from
Information including my medical records

and information telating to ther
m
organisation or any other source and

b To the release of all information obtained including my medical records ar
Telating to them to the Government of Singapore statutory authorities and th

If you are submitting the arrival card on behalf of someone else the Principa

 undertake that my Principal is aware of the contents of my submission and t
taken to have been personally submitted by himher My Principal is aware tha
liable for offences concerning any false inaccurate or incomplete statement
contained in the arrival card  also understand that  may be liable for abetting

ISyave read and agreed to the declaration

SG Arrival Card eService please refer to our

Waiting for the
Singapore Arrival
Card tutorial  thank
you
b To the release of all information ob

tained including my medical records an
relating to them

to the Government of Singapore statutory authorities and th

 Ifyou are submitting the arrival card on behalf of someone else the Principal

undertake that my Principal is aware of the contents of my submission and tl

taken to have been personally submitted by himher My Principal is aware tha

liable for offences concerning any false inaccurate or incomplete statement
contained in the arrival card  also understand that  may be liable for abetting

 have readand agreed to the declaration

auc

vice please refer to our

 waiting tor the
Singapore Arrival
Card tutorial thank
yout

 Kaisc

Arial Card

b To the release of all information obtained 

including my medical records and
relating to them to the Government of Singa

pore statutory authorities and the

If you are submitting the arrival card on behalf of someone else the Principal
undertake that my Principal is aware of the contents of my submission and thz
taken to have been personally submitted by himher My Principal is aware that
liable for offences concerning any false inaccurate or incomplete statement 0
contained in the arrival card  also understand that  may be liable for abetting t

 have read and agreed to the declaration

gogggesaaa

Waiting for the
Singapore Arrival
Card tutorial  thank
you

ee PASC Arival Cord  Onno  4

Organisation or any other source and

b To the release of all information obt

ained including my medical records and
relating to them

to the Government of Singapore statutory authorities and thei

If you are submitting the arrival card on behalf of someone else the Principal

undertake that my Principal is aware of the contents of my submission and tha
taken to have been personally submitted by himher My Principal is aware that f
liable for offences concerning any false inaccurate or incomplete statement or
contained in the arrival card  also understand that I may be liable for abetting th

 have read and agreed to the declaration

Waiting for the
Singapore Arrival
Card tutorial  thank
you

rganisation or any other source and

 To the release of all information obtained including my medical records and info

elating to them to the Government of Singapore statutory authorities and their ag

f you are submitting the arrival card on behalf of someone else the Principal

undertake that my Principal is aware of the contents of my submission and that it
aken to have been personally submitted by himher My Principal is aware that hes
iable for offences concerning any false inaccurate or incomplete statement or de
sontained in the arrival card  also understand that I may be liable for abetting these

 have read and agreed to the declaration

 waiting tor ne
Singapore Arial
Card ttorial thanke
yout

ation or any other source and

er
care Of all information obtained including my medical records and informatio
t

to them to the Government of Singapore statutory authorities and their agents

ire submitting the arrival card on behalf of someone else the Principal

take that my Principal is aware of the contents of my submission and that it will be
0 have been personally submitted by himher My Principal is aware that heshe may
or offences concerning any false inaccurate or incomplete statement or declaratio
ned in the arrival card  also understand that  may be liable for abetting these offenc

ave read and agreed to the declaration

LOR

like and follow
for more travel videos

Singapore Arrival
Card tutorial  thank
you

ole on MyICA Mobile Application For more information visit the 

Individual Submission

Particulars  Trip  Preview  Sut

ensure all information is accurate before subm

ation select the Edit option at the end of the fe

ike and follow
for more travel videos

 waiting tor the

Singapore Arrival
Card tutorial  thank
you

like and follow
for more travel videos

"
376,380_post,https://www.tiktok.com/@eveinsingapore/video/7221492507417316610,@eveinsingapore,53,4953,77.2K,2023-4-13,/@eveinsingapore,eveinsingapore,Save & Share these must-visit places 🥹🫶🏻 ,"['botanicgardens', 'shootsg', 'visitsingapore', 'sgtiktok', 'sgtourist', 'chijmes', 'hajilane', 'travelsg', 'sgtravel', 'fyp', 'nationalmuseum', 'sgtraveller', 'mustvisit', 'singapore']",2391,2115,153,5,,"ae TAM A

CHIJMES

 GOOD NATURA

ee

tine
CHIJMES

 SAVE THIS VIDEO  i

BSSr PLACES TO VISHr
IN SINGAPORE 2028
GOOD NATURAL

 LIGHTING

ne

jit

0


Dempsey Road
nt Faber Park

The Gallop
 HajiZane

 Chijmes
 Raffles Hotel

The Arts House

 y NationalMuseum

 Chijmes
 Raffles Hotel

i Botani Gardens 

TRYAS House
Pe ee f
Botanic Gardens
ejA u

feed Say
 Yesign oe

Dempsey

"
377,381_post,https://www.tiktok.com/@escapemanila/video/7222496150828436742,EscapeManila Travel Blog,40,11.4K,326.5K,2023-4-16,/@escapemanila,escapemanila,Things to Do in Singapore on a Budget. Tara! ,"['travel', 'traveltiktok']",4414,2607,585,57,things to do in Singapore in a budget Singapore expensive but you don't have to spend a lot to enjoy your vacation in the lion City first but Gardens by the bay light show so you don't know 7:00 p.m. 8:00 p.m. at 9:00 p.m. to 3 shows in the night sober on my Android phoneand food truck at Hawker centres Miami Hawker centres Morales and Maxwell concert Center Union tapos walk around Marina Bay Sands area Sovereign diving interesting you know things to see around their Tapas window shopping at the shops open Pandora Island area so muchand of course by Pasadena Mustafa Center is a mama mama shop place in Singapore Airlines and many many others items and of course Bago Movie experience when are you all Changi,"SEY ALAZVAy7

SENVVs

Things to Do in Singapore
as ona Budget ZA

SSS ALA
SSSA

Wf4AA7
Sennateca

O66

Ss A A lig
 ANIA

PZ
eee ae

IN LA Aza
SSWOE7

LL a
Re SWSVAZZ



WN

eS SOTA

as oe 2
s

Vest

vectra Light Show

Spectra Light Show

Spectra Light Show

N

Z
g

5 WN WARN



 f

duties WS

 RC T

SESSESKS

SO


AMINE Y

WE 

a
5 we es

y 

Linn
i  Ul AWE

TE I Sees
ve

b AEM 

a

_ Tim 


Freee

ee

Mill

WH



SSRSSNCSN 

RS S
Ae

iY X


oe x6

2

 1  Mt  y MN
e  a 3 bf

ROO ea YL Ua

 IllIN
  nl

ie 7
A ay BY

1 Mf


 ro ike tg

Wee 
a an 


Serre e eee 7

wererrrrrrrrs

a 2 2 oe 2   6

a Rien LL

VEN EEYELIVELIVILTIISISTL TTT

DAVIDOFF DAVIDOFF DAVIDOFF

Cool Mader Cool Mader Cool Wier DAVIDOFF Bye
Col Midler

Cot Midler

DAVIDOFF DAVIDOFF DAVIDOFF

Cool Wader Cool Water  Cool Wader  onviwore Davivorr
Col Miler

Cot Mier

DAVIDOFF DAVIDOFF DAVIDOFF

Cool Water Cool Mader Cool Mitr  omivores  PiD0rr
Cob Maer

Col Midler

DAVIDOFF DAVIDOFF DAVIDOFF

Cool Wader Cool Water  Cool Wader  onviwore Davivorr
Col Mater

Cot Midler

DAVIDOFF DAVIDOFF DAVIDOFF

Cool Wader Cool Water  Cool Wader  osvwore Davivorr
Col Mater

Cot Midler



"
378,382_post,https://www.tiktok.com/@andrewethanzeng/video/7227279479037611272,Andrew Ethan Zeng,30,24.2K,265.8K,2023-4-29,/@andrewethanzeng,andrewethanzeng,The ,"['1', 'firstclass', 'travel', 'singapore', 'luxury', 'goals', 'frequentflyer', 'capcut', 'fyp']",61.1K,5169,3198,453,this is the world's best airplane seat you can currently book Singapore AirSpeed class it's more like a private hotel room in the sky than an airplane seat and with more frequent flyer points than we have life savings my mate and I went home and booked multiple Suites we were greeted by an exclusive cabin crew they served expensive welcome champagne that I don't even know how to pronounce it's the only plain seat in the world that has a separate full bed seat and privacy door and check this out with a push of a button the seat rotates in any direction and so does the huge 32 inch TV the private toilet is super luxurious and huge with enough room for me to stretch my arms Out and because we booked multiple Suites we literally had our own dining room in the sky separate from our bedrooms but wait there's more like in Florida to where I'll show you the insane dining experience we had in Suite class who would you take on this flight,"THE BEST PLANE SEAT
INTHE WORLD
THEBEST PLANE SEAT
THE WORLD


4 like a private
Hotel

ethan an aeroplane seat
Ge   al




 chrome Fle Edt View History Bockmerts Profies Tab

ee 2 Singapore Aldine Offical Wel SL

  singaporeaircom

Book flights Redeem flights

FROM

To
Singapore  SIN  e Sydney

cass

Economy

Plan your trip

A rele
ancl with more frequent
History Bookmarks Profiles Tab

Singapore Aires Official Wel x

singaporeaircom

Book flights Redeem flights

FROM To
Singapore  SIN   Sydney S
ctass

Economy

Economy

Premium Economy

Business

PI

FirstSuites

Chrome File Edit View History Bookmarks Profiles Tab Window Help

2 Singapore Avines Offical Wel 

singaporeaircom

Book flights Redeem flights
FROM To
Singapore  SIN  i Sydney E
class

FirstSuites

Plan your trip

JN  Travel advisory

Apply promo code

 Depart Date Return Date

1 Adult

Adults 4 C


12 years and above

Children  r

211 years at time of travel

Infants  C

023 months at time of travel

 related

Singapore yr assistance

my mete amc  went
e Depart Date

Apply promo code

Return Date

 passencens

 2 Adults

Adults
12 years and above

Children
211 years at time of travel

Infants
023 months at time of travel

Singapore

 relate
yr assistance
8 Depart Date

Apply promo code

Return Date

r
 passencers

 4 Adults

tT

Adults
12 years and above

Children
211 years at time of travel

Infants
023 months at time of travel

singapore

Os



drela
Ww assistance

ate

oy

ny
Wewere greeted by an
 exclusive cabin crew
tts don y mageroest in
hates a

thagifasyal full
bed

and check this out he


with a push of a he



Ss

the seat rotates in a 
direction _

bs i

fo

Q

3 0
aD
22
EE
o
20
Qs
3

Os
e
a5



with enough room for me
ito stretch my arms
separate from our

bedrooms r
where

be
experience We Sad ik Suiits

Wioswolle Vow tele On

"
379,383_post,https://www.tiktok.com/@okay.kara.travels/video/7181515996803386630,Kara ✨| Travel & Backpacking🌎,285,67.2K,1M,2022-12-26,/@okay.kara.travels,okay.kara.travels,Things to do Singapore ON A BUDGET 🇸🇬✨ Make sure you add all these to your list! I have more videos about cheap eats / how to stick to £25 a day (daily spends) budget whilst in Singapore..so follow along for more😘❤️ ,"['travel', 'traveltiktok', 'travelsingapore', 'thingstodosingapore', 'singaporethingstodo', 'budgettravelsingapore', 'singaporecheapeats', 'singaporerecommendations', 'singaporetraveltips', 'singaporehiddengems', 'whattodosingapore', 'singaporemustsee', 'mustseesingapore', 'travelseasia', 'budgettravelseasia', 'budgetbackpackingseasia', 'budgetbackpackingsingapore', 'singaporethingstodo', 'marinabaysands', 'raffleshotel', 'singaporehotels', 'singaporecheapfood', 'freethingstodosingapore', 'singaporefreethings', 'singaporefoodie', 'singaporefood', 'singaporecheapfood', 'fyp', 'traveltrend', 'traveltrending', 'viral', 'travelviral', 'budgetbackpackingasia', 'singaporetourism', 'singaporetiktok', 'travelsingapore2023', 'singaporethingstodo2023', 'singapore2023', 'visitsingapore', 'visitsingapore2023', 'hostellife', 'thepodcapsule', 'singaporepodhotel', 'singaporehostel', 'singaporecheaphotel', 'singaporehotel', 'singaporehostel', 'budgettraveltips', 'budgettravelhelp', 'travelbudget', 'travelcheap', 'gapyear', 'postgradtravel']",1184,780,90,39,,"SINGAPORE 

7

YQ

Thin

Watch the light show

 Spectra Marina Bay Sands

FREES
Watch thejlight show

 Spectra Marina Bay Sands

Watch the light show

Spectra Marina Bay Sands

 a

Watch the light show

 Spectra Marina Bay Sands

Th 4 See EREE

hi

 one
ya

by

 Gardens at the Bay

_  FREE

  Raffles Hotel 

rie a
Vit tat 
 Jubilee Bridge

FREE 
 Jubilee Bridge

Jubilee Bridge

 FREE

 Jubilee Bridge

FREE

 Jubilee Bridge

FREE


a


Nol eG
sgh K
 Fort Canning Park

 Fort Canning Park
FREE

 Fort Canning Park

IERE

 Merlion Fountain

FREE

Lu
lu
a4
re





ic




uw



o


Watch the light show in



Watch the light show in
Gardens by the bay
 FREE
Watch the light show in

Gardens by the bay

 FREE
Watch the light show in

Gardens by the bay

 FREE

1 es

 Sri Veeramakaliamman Temple
mi  Sri Veeramakaliamman Temple
ae  

i  A i j
 Little India 

Little India

tine Miseea Cantina

Little India

 National Gallery Singapore

 Certain Exhibits are FREE
 National Gallery Singapore

vare FREES
Fl

FREE tojwalk around



 


e 

x ao  J ee 
 Lau Pa Sat
HY
eel Te



o
P
n
a2


q


a
oc
cEVn
Z

 Marina Bay Shopping Center
oe 

  Marina Bay Sh Center 

Ww
ag
fe


y

y

"
380,384_post,https://www.tiktok.com/@onericeplease/video/7244119059728469249,🍚🥢,66,22.3K,943.8K,2023-6-13,/@onericeplease,onericeplease,The food coma is real after 😅 ,"['sgfoodie', 'singapore', 'jwmarriottsg', 'beachroadkitchen', 'sgbuffet', 'sgfood', 'sgtravel']",3973,1654,1433,48,what is the largest hotel buffet in Singapore yes here at Beach Road kitchen to check out their Sunday champagne brunch and while the variety is insane you've got your first day for Your Eyes lyrics station,"PLO AH zee
   4 Fe 

oo Coa
om ey
a ss Sa y
en
Ye 4
 a x
5 
Ph
o



iG

gs
FAVOURITE

GaA

inclusive of 
FREE FLOW

inclusive of
mFREE FLOW
"
381,385_post,https://www.tiktok.com/@karishmairl/video/7186263942614764802,Karishma 👩🏽‍💻🫶,79,23.7K,430.1K,2023-1-8,/@karishmairl,karishmairl,Replying to ,"['suites', 'singaporeairlines', 'luxurylife', 'luxurytravel', 'flytok', 'firstclass', 'travelbucketlist', 'travel', 'corporategirlies', 'thatgirlaesthetic', 'womenintech', 'fyp']",8212,484,342,160,here's what happens when you book Suites in Singapore Airlines it's a different section to enter the airport which is under first class you basically going to this launch and they kind of check you in and give you the access to private room so once you're ready you can just make your way there and basically order literally anything you possibly could want to eat I was starving so I basically ordered myself this waffle which was insane you guys not for the moment of all been waiting for me entering the sweet and I was honestly amazed at how much space that was so they give you a like a bang and a loose and headset for you to listen to on this is an iPod for you to order anything you want from and I got myself this burger and some garlic bread which was not bad I would say food could have been better but honestly I'm not complaining the space with amazing then I called the air hostess to help me kind of make my bed which she did and honestly it was so comfy I thought it would be way more I guess hard but it was actually reallyplay the best part was the washroom you guys I'm a Shook at the lighting plus they have an area for you to literally do your makeup like a dressing area with a stool and mirrors anyways I would 100 and let me know if you have any questions bye,"suites singapore
rlines pls

Guys heres wha

 2is0 storyime on
sues singapore
aitnes pst

KS heresiwhat
 happens when you book
i Suites on Singapore
a

 Airlines
BS

a

 also storytime on
suites singapore
lines pist

Guysineres what
ppens when you book
Suites on Singapore

Airlines

is the 23000 Suiteson
Singapore Airlines
worth it

Theres a different section 

to enter the airport which
is under first class _

leg

also storytime on
suites singapore

airlines pls

Theres a different section
to enter the airport which
is under first class
 2100 storytime on

suites singapore

airlines pls

Theres aldifferent section
tojentensthe airport which
isunden first class
 aise storytime on
suites singapore
dirtines plat

Youlbasically go into this

lounge 
 aise storytime on
suites singapore
aitines plat

and theylkindof check
youliniandgive you e

access to the private XY 

room
also storytime on
suites singapore
airlines pls

and theykind of check
you inand give you
access to the private
room
s singapore
airlines pls

ops Ase a

andtheykindofichecks
youlinjandgiveyou
access to the private
room
es singapore
airlines pls

andtheyikindjof check
Yyouinjandgive you
laccesstothe private
foom

wgsvrt 
also storytime on
suites singapore
airlines pls

 ene ae
and ehey kindyopepeck
you in and giveyou
access to theprivatef
room

 
  CHANG

 210 storytime on
suites singapore

airlines plst

So once youre ready you
could just make your way
there
 210 storytime on
ites singapore

Ss

 220 storztime on
suites singapore

airlines pial E ROOM

PTE PRIYA Roary

and
ierally anything you
possibly could want to Get
oe

ecm VALE ROOM

suites singapore
es plsit

and basically order
literallyanything you
possiblycouldwantitojeat
y

 aise storytime on
suites singapore
airtines pls

basically order
anything you
possibly could want to eat
 200 storztime on
ites singapore
airlines pt

lIiwas starving so 
ibasically ordered myself

insane

also storytime on
suites singapore
airlines pls



iasjstanvingsoll

besiedly ordered myscit
this wane whitch was
thse
also storytime on
suites singapore
airlines pls

lwasjstarving so 
basicallyordered myself
thiswafflelwhichwas
insane

 az0 storytime on
suites singapore
airlines plstt

Iwas starving soll
S basically ordered myself

Beg
pid omen

linsame


suites singapore
airlines pls

Youguys now for the
moment youve all been
waiting for me entering
the suite

Samal  also storytime on
suites singapore
lines plst

yy e lad

J You guys now for the
moment youve alllbeen
waiting for me entering

Iso storytime on
uuites singapore
airlines pls

You guys now forthe
moment youve all been
waiting for me entering

theisuite 

ee

 2X0 storytime on
suites singapore
airlines pist

KYoulguys now for the
moment youve all been
waiting for me entering
the suite

 az0 storytime on
suites singapore
airlines plstt

Noulguysinowjtor the
alllbeen
Wwaitingformejentering

ithe suite

 4
 also storytime on
suites singapore
aitines pit

and  was honestly
amazed at howimuch
space therewast

and was honestly
amgzedlat howmuch
space there was
So they bo like a
bang andjoltfsen headset

for youltollisten to

i
 also storytime on
suites singapore
ditines pt

So they give you like
bang and olufsen headset
for you to listen to _
 220 stontime on
5

Botts Givesyourlike i
bang and olufsemhe

for you to listen to
So they give youylike a
bang andolufsenfheadset
forpyouttollisten to
 Aco storytime on
suites singapore
es pst

suites singapore
lines pls

Theres an iPad for you to

loiderfanythinghyoulwant

Andlifgotimyselfithis
bread winieh was net bad
 20 storyime on
suit

ingapore

Andifgotimyselfithis
bread winieh was net bad
 Ai00 storytime on

suites singapore
airlines pls

And I get myssii this
bread witch was net bad
Andjifgotimyselfithis
bread winich was net bad

 az0 storytime on
suites singapore
airlines plstt

liwouldsay foockeotla

also storytime on
suites singapore
airlines pls

ites singapore
airlines pls

 fl



 20 storytime on
suites singapore
airlines plstt

also storytime on
suites singapore
airlines pls

Tihencalled the air
hostess to help me kind
of make my bed which
she did

also storytime on
suites singapore
airlines pls

Then Icalled the air
hostess to help me kind
of make my bed which
she did

suites singapore
airlines pls

Then I called the air
hostess to help me kind
of make my bed which

she did
Then I called the aii
hostess to help me kind
of make my bed which

she did

he 23000 Suites on
ore Airlines


also storytime on
suites singapore
airlines pls

honestly it was so

comfyjlthought it would
ibe waymore  guess hard


 a0 storytime on
suites singapore
aitnes ple

land hhonestlyjitjwastso
comfyilithoughtiitwould
Dewey mere Iwas
 200 storytime on
tutes singapore

lana hhonestlyjitjwastso
comfylithoughtiitwould
belwayimorelifguesshard
 az0 storytime on
suites singapore
airlines pit

land honestlyjitjwastso
comfy Iithoughtiitwould

iwaymorellguesshard

Iso storytime on

Seni itce e
ee nations

torytime on

singapore

but it was actually really
comfy
butjitwas actually really
ce

 aise storytime on
suites singapore
aitines pit

4
p

OKMS ha partwas te
washroombyoulguys
a

is the 23 00 Suites on



 20 stonytime on
suites singapore
airlines pist

Oktthelbestipart was the

_
_
ga





also storytime on
suites singapore
airlines pls

Im shook at theilighting
 az0 storytime on
suites singapore
airlines plstt

Grmeliighting


 aise storytime on
suites singapore
aitines pt

iniusitheyhavelajarealfor
youtoTterelly cloryentr
 20 storytime on
suites singapore
sicines pls

iPlusitheyjhavelaareatto
yyoultoliterallyidoyyour
also storytime on
suites singapore
airlines pls

Plus they have a aré
you to literally dosyour
makeup

Singapore Airlines

suites singapore 
airlines pls ik


MRoackesshg acawmine
also storytime on
suites singapore
airlines pls

llikefadressingjarea with a
Stool and mirrors

 also storytime on
suites singapore
airlines pt
istthel23000 Suites on
Singapore Airlines
wWeorth it

also storytime on
suites singapore
airlines pls

isithe SEED Suites on

also storytime on
suites singapore
airlines pls
paocageen ta

anny
questions 
A

 aco storytime on
suites singapore
sirines pls

Posie

"
382,386_post,https://www.tiktok.com/@caseyfleischmann0/video/7170335110997232902,caseyfleischmann,90,91,2551,2022-11-26,/@caseyfleischmann0,caseyfleischmann0,10 things to do on your next trip to Singapore. ,"['singaporetiktok', 'simgaporetravel', 'singaporelife', 'traveltiktok', 'singaporetips']",1439,1379,213,2,,"12 things to do on
your next trip to

a

12 things to do on
your next trip to

12 things to do on
your next trip to

12 things to do on
your next trip to

2 Head up to Lavo
for incredible views
and tasty Italian 

2 Head up to Lavo
for incredible views

4 Dont miss the Art
Science Museum for
pop up exhibitions

4 Dont miss the Art
Science Museum for
pop up exhibitions

Dont miss the Art
Science Museum for
pop up exhibitions

Have dinner at

5

Wi i ill iil

_

and cocktails 
Ht 
6 Stroll through

 2  ___ _  eee

8 Go for juicy steal
at FBG steakhouse
you wont regret

at FBG steakhouse
you wont regret

at FBG steakhouse
you wont regret

d Centre My 
aie ee

i

i ATA
il Vj

rs
Do Order chicken and

ee Zi

ii yy

9 Order chicken and

10 Grab coffee and
speciality pastries
from Kura

10 Grab coffee and
speciality pastries
from Kura

10 Grab coffee and
speciality pastries
from Kura

11 Get tickets to
the night safari at
the zoo 

11 Get tickets to
the night safari at
the zoo 

12 Visit the
Botanical Gardens
find turtles and

12 Visit the
 Botanical Gardens

"
